month,product_id,earned_premium,loss_ratio,combined_ratio,retention_rate,claims_satisfaction,kpi_quality_score
2025-04-01,PRD066,1353160,92.8,118.8,72.7,68.2,80.2
2025-05-01,PRD066,1353639,95.6,121.6,71.4,66.8,82.9
2025-06-01,PRD066,1265387,90.5,116.5,72.1,68.0,78.2
2025-07-01,PRD066,1273299,97.2,123.2,74.0,65,84.7
2025-08-01,PRD066,1377912,93.7,119.7,71.4,66.9,79.5
2025-09-01,PRD066,1318027,85.3,111.3,73.3,68.7,84.0
2025-10-01,PRD066,1360044,92.9,118.9,71.7,66.9,81.6
2025-11-01,PRD066,1381632,90.7,116.7,71.8,65.5,81.6
2025-12-01,PRD066,1279299,90.6,116.6,73.6,68.4,79.9
2025-01-01,PRD067,1691775,89.3,115.3,76.4,75.9,71.8
2025-02-01,PRD067,1664843,86.7,112.7,75.8,76.0,78.8
2025-03-01,PRD067,1765314,88.3,114.3,76.5,75.9,75.9
2025-04-01,PRD067,1909100,85.6,111.6,76.4,74.2,74.0
2025-05-01,PRD067,1801792,83.1,109.1,79.7,75.8,72.3
2025-06-01,PRD067,1917616,83.3,109.3,73.6,79.2,72.5
2025-07-01,PRD067,1951329,80.6,106.6,76.5,78.4,74.3
2025-08-01,PRD067,1962854,78.8,104.8,75.8,76.3,74.5
2025-09-01,PRD067,1838354,83.8,109.8,75.4,79.9,76.9
2025-10-01,PRD067,1950378,87.5,113.5,77.0,76.4,71.2
2025-11-01,PRD067,1855737,82.1,108.1,76.0,76.4,76.0
2025-12-01,PRD067,1976702,84.6,110.6,77.2,77.1,73.6
2025-01-01,PRD068,1718164,84.4,110.4,77.3,83.3,73.3
2025-02-01,PRD068,1660027,84.1,110.1,75.9,80.4,73.4
2025-03-01,PRD068,1640982,83.7,109.7,75.2,83.3,73.9
2025-04-01,PRD068,1745276,83.8,109.8,78.0,81.0,69.7
2025-05-01,PRD068,1722862,79.3,105.3,76.2,81.4,70.9
2025-06-01,PRD068,1684015,82.7,108.7,76.2,82.6,69.1
2025-07-01,PRD068,1784539,83.0,109.0,77.2,82.9,69.9
2025-08-01,PRD068,1758224,81.6,107.6,75.2,83.5,71.7
2025-09-01,PRD068,1859397,77.8,103.8,76.2,83.6,74.8
2025-10-01,PRD068,1863366,79.5,105.5,73.5,82.3,67.4
2025-11-01,PRD068,1736413,82.1,108.1,76.5,81.8,75.5
2025-12-01,PRD068,1900180,82.6,108.6,77.4,83.1,73.3
2025-01-01,PRD069,1524340,86.8,112.8,80.0,77.2,82.3
2025-02-01,PRD069,1640131,85.5,111.5,78.2,77.2,83.6
2025-03-01,PRD069,1667745,83.6,109.6,79.6,76.9,76.2
2025-04-01,PRD069,1588558,86.8,112.8,80.9,77.1,83.0
2025-05-01,PRD069,1611849,88.5,114.5,81.3,79.5,81.8
2025-06-01,PRD069,1619913,81.8,107.8,81.0,77.8,77.9
2025-07-01,PRD069,1629649,82.6,108.6,82.2,78.2,82.4
2025-08-01,PRD069,1563042,83.3,109.3,79.7,77.4,80.8
2025-09-01,PRD069,1572289,85.1,111.1,77.4,77.0,83.4
2025-10-01,PRD069,1571745,85.4,111.4,81.6,76.3,80.6
2025-11-01,PRD069,1533588,83.1,109.1,78.6,76.2,78.4
2025-12-01,PRD069,1527289,85.4,111.4,82.1,79.0,80.0
2025-01-01,PRD070,815151,83.1,109.1,83.5,82.6,71.5
2025-02-01,PRD070,927875,78.2,104.2,84.6,82.4,76.7
2025-03-01,PRD070,922501,81.1,107.1,83.9,87.8,67.3
2025-04-01,PRD070,922772,80.2,106.2,86.4,83.3,73.6
2025-05-01,PRD070,952472,80.8,106.8,84.4,83.2,72.5
2025-06-01,PRD070,961113,79.5,105.5,83.8,81.7,72.4
2025-07-01,PRD070,886831,82.3,108.3,84.5,82.2,70.3
2025-08-01,PRD070,966800,71.6,97.6,87.0,82.2,73.8
2025-09-01,PRD070,1000537,78.6,104.6,84.5,83.9,72.2
2025-10-01,PRD070,1000720,78.3,104.3,84.8,85.3,68.0
2025-11-01,PRD070,958411,70.7,96.7,84.5,83.0,74.5
2025-12-01,PRD070,1040032,82.9,108.9,84.3,81.1,76.0
2025-01-01,PRD071,1796743,78.5,104.5,82.1,85.5,72.5
2025-02-01,PRD071,1798512,78.5,104.5,82.5,86.8,75.0
2025-03-01,PRD071,1927109,82.0,108.0,82.3,84.1,76.5
2025-04-01,PRD071,2019478,80.9,106.9,82.1,84.0,74.7
2025-05-01,PRD071,2038701,79.9,105.9,84.4,86.2,76.8
2025-06-01,PRD071,2106584,78.1,104.1,83.2,86.1,73.6
2025-07-01,PRD071,2138610,82.5,108.5,82.3,86.2,71.5
2025-08-01,PRD071,2124552,73.6,99.6,81.8,88.1,68.9
2025-09-01,PRD071,2144093,72.9,98.9,83.5,87.8,77.6
2025-10-01,PRD071,2094325,73.8,99.8,83.8,86.7,73.8
2025-11-01,PRD071,2225613,76.0,102.0,81.8,87.8,73.4
2025-12-01,PRD071,2039606,78.5,104.5,82.3,84.6,77.6
2025-01-01,PRD072,1067320,94.1,120.1,73.9,71.0,69.1
2025-02-01,PRD072,1100262,94.9,120.9,75.1,72.6,71.6
2025-03-01,PRD072,1035815,93.4,119.4,73.1,73.2,71.1
2025-04-01,PRD072,1100943,95.1,121.1,74.5,69.4,69.8
2025-05-01,PRD072,1181710,96.4,122.4,73.4,70.8,71.5
2025-06-01,PRD072,1063376,91.6,117.6,72.3,72.4,73.1
2025-07-01,PRD072,1187480,91.4,117.4,73.1,72.8,64.3
2025-08-01,PRD072,1104365,91.5,117.5,73.5,72.2,65.0
2025-09-01,PRD072,1162268,92.1,118.1,73.4,72.8,70.0
2025-10-01,PRD072,1188744,89.3,115.3,73.2,72.3,74.3
2025-11-01,PRD072,1187380,88.8,114.8,74.2,72.3,70.3
2025-12-01,PRD072,1220639,92.5,118.5,72.8,72.8,65.4
2025-01-01,PRD073,1666763,68.8,95.8,80.0,90.1,91.4
2025-02-01,PRD073,1710405,66.9,93.9,79.6,92.0,88.7
2025-03-01,PRD073,1677448,67.5,94.5,82.3,89.7,89.8
2025-04-01,PRD073,1687230,65.8,92.8,81.9,91.6,93.8
2025-05-01,PRD073,1716094,66.4,93.4,80.8,90.0,95.0
2025-06-01,PRD073,1801360,66.7,93.7,82.3,89.5,91.4
2025-07-01,PRD073,1784878,66.7,93.7,80.8,90.5,92.6
2025-08-01,PRD073,1906823,66.3,93.3,81.0,92.6,93.4
2025-09-01,PRD073,1836099,64.2,91.2,81.4,89.7,92.9
2025-10-01,PRD073,1725929,66.8,93.8,82.3,90.3,96.3
2025-11-01,PRD073,1780116,71.3,98.3,80.2,87.8,91.4
2025-12-01,PRD073,1738731,69.8,96.8,80.2,88.2,92.2
2025-01-01,PRD074,1472423,69.8,96.8,91.7,93.6,81.3
2025-02-01,PRD074,1504467,69.4,96.4,91.6,93.8,77.3
2025-03-01,PRD074,1551665,65.4,92.4,89.8,93.3,75.7
2025-04-01,PRD074,1550217,67.1,94.1,89.5,94.2,78.8
2025-05-01,PRD074,1593139,64.7,91.7,92.0,92.1,76.4
2025-06-01,PRD074,1473155,65.6,92.6,89.3,92.6,78.5
2025-07-01,PRD074,1494550,61.9,88.9,90.7,93.8,77.9
2025-08-01,PRD074,1639962,70.0,97.0,89.3,93.5,80.1
2025-09-01,PRD074,1562015,63.4,90.4,91.2,90.9,79.9
2025-10-01,PRD074,1585426,63.1,90.1,90.5,95.2,72.1
2025-11-01,PRD074,1560739,60.9,87.9,91.0,91.5,79.2
2025-12-01,PRD074,1597539,68.4,95.4,90.4,93.5,78.3
2025-01-01,PRD075,653240,68.9,95.9,87.0,90.2,90.0
2025-02-01,PRD075,673487,70.9,97.9,86.7,91.1,87.7
2025-03-01,PRD075,675450,70.0,97.0,86.4,90.7,84.6
2025-04-01,PRD075,666430,71.8,98.8,87.0,87.8,85.5
2025-05-01,PRD075,664490,67.2,94.2,89.4,90.3,88.7
2025-06-01,PRD075,641101,67.3,94.3,86.9,90.6,85.8
2025-07-01,PRD075,627290,68.5,95.5,87.9,92.3,83.9
2025-08-01,PRD075,662047,69.8,96.8,87.4,90.6,85.1
2025-09-01,PRD075,667597,65.2,92.2,86.9,92.2,91.7
2025-10-01,PRD075,686359,68.9,95.9,90.5,93.4,89.9
2025-11-01,PRD075,650809,65.7,92.7,85.7,90.6,85.5
2025-12-01,PRD075,652382,66.6,93.6,88.0,90.8,84.7
2025-01-01,PRD076,806505,65.7,92.7,84.2,95.4,73.5
2025-02-01,PRD076,856185,58.6,85.6,83.5,97.3,76.5
2025-03-01,PRD076,782499,65.5,92.5,85.2,96.1,75.3
2025-04-01,PRD076,812219,67.1,94.1,85.8,95.2,72.4
2025-05-01,PRD076,831675,61.9,88.9,86.6,96.1,74.0
2025-06-01,PRD076,788370,61.2,88.2,83.5,95.6,74.3
2025-07-01,PRD076,810550,63.7,90.7,83.2,96.5,78.3
2025-08-01,PRD076,897637,56.9,83.9,84.6,95.5,77.7
2025-09-01,PRD076,828638,54.9,81.9,84.2,95.9,80.1
2025-10-01,PRD076,810383,60.4,87.4,83.1,96.9,78.1
2025-11-01,PRD076,877531,62.5,89.5,83.5,95.1,80.3
2025-12-01,PRD076,883568,59.3,86.3,82.8,92.8,75.2
2025-01-01,PRD077,550958,77.6,104.6,82.5,88.0,90.2
2025-02-01,PRD077,537811,73.6,100.6,85.7,87.2,92.9
2025-03-01,PRD077,526442,72.7,99.7,85.6,84.1,90.0
2025-04-01,PRD077,576598,75.4,102.4,84.8,88.0,87.9
2025-05-01,PRD077,565779,75.2,102.2,84.9,84.8,88.3
2025-06-01,PRD077,556649,79.1,106.1,86.9,85.0,94.0
2025-07-01,PRD077,533196,74.6,101.6,87.0,86.1,92.1
2025-08-01,PRD077,569172,77.9,104.9,84.3,84.5,92.0
2025-09-01,PRD077,597814,74.1,101.1,83.9,85.7,91.6
2025-10-01,PRD077,588261,74.1,101.1,84.2,84.5,88.8
2025-11-01,PRD077,599815,81.0,108.0,85.9,85.6,93.1
2025-12-01,PRD077,613319,77.4,104.4,85.1,85.7,91.3
2025-01-01,PRD078,1233868,66.9,93.9,84.3,91.4,79.8
2025-02-01,PRD078,1161054,70.6,97.6,84.1,89.1,77.7
2025-03-01,PRD078,1271208,70.9,97.9,85.0,88.3,74.4
2025-04-01,PRD078,1141042,71.0,98.0,85.5,87.0,78.2
2025-05-01,PRD078,1155720,68.5,95.5,84.1,90.9,75.9
2025-06-01,PRD078,1147420,72.8,99.8,85.0,86.4,73.9
2025-07-01,PRD078,1253861,68.1,95.1,82.0,89.1,76.1
2025-08-01,PRD078,1201055,64.3,91.3,83.3,86.2,81.5
2025-09-01,PRD078,1279031,68.6,95.6,84.5,87.7,78.1
2025-10-01,PRD078,1256648,67.3,94.3,85.8,86.7,78.7
2025-11-01,PRD078,1145172,70.0,97.0,81.4,88.0,73.3
2025-12-01,PRD078,1255629,70.7,97.7,84.0,87.2,74.2
2025-01-01,PRD079,1771414,69.3,96.3,77.6,89.8,77.0
2025-02-01,PRD079,1799475,70.8,97.8,79.1,86.7,77.2
2025-03-01,PRD079,1866054,75.7,102.7,80.0,85.8,75.4
2025-04-01,PRD079,1868750,75.7,102.7,79.7,89.3,74.8
2025-05-01,PRD079,1737261,70.5,97.5,79.5,85.4,77.1
2025-06-01,PRD079,1880287,73.5,100.5,80.3,87.7,76.8
2025-07-01,PRD079,1904510,73.0,100.0,79.9,83.6,76.5
2025-08-01,PRD079,1788479,72.4,99.4,78.7,87.4,71.1
2025-09-01,PRD079,1781608,67.6,94.6,78.9,86.3,72.2
2025-10-01,PRD079,1940511,70.0,97.0,78.7,86.1,73.1
2025-11-01,PRD079,1895759,74.9,101.9,79.3,86.8,71.8
2025-12-01,PRD079,1785161,74.5,101.5,79.2,88.8,76.5
2025-01-01,PRD080,751107,64.4,91.4,83.1,95.9,67.7
2025-02-01,PRD080,705509,69.1,96.1,85.3,93.0,66.5
2025-03-01,PRD080,710294,66.1,93.1,81.7,92.4,66.4
2025-04-01,PRD080,728491,71.5,98.5,83.8,94.0,64.2
2025-05-01,PRD080,707148,62.2,89.2,84.0,93.8,63.4
2025-06-01,PRD080,766314,61.8,88.8,85.0,93.8,68.8
2025-07-01,PRD080,759329,62.1,89.1,84.3,94.3,66.4
2025-08-01,PRD080,751289,64.8,91.8,82.4,90.6,67.4
2025-09-01,PRD080,789443,67.7,94.7,82.0,93.5,66.2
2025-10-01,PRD080,825614,64.2,91.2,84.9,95.4,66.1
2025-11-01,PRD080,832811,62.7,89.7,82.2,90.4,65.0
2025-12-01,PRD080,757085,62.6,89.6,82.1,92.6,65.6
2025-01-01,PRD081,1108928,59.7,86.7,79.5,94.1,73.8
2025-02-01,PRD081,1097039,57.6,84.6,78.2,94.3,74.4
2025-03-01,PRD081,1115475,61.9,88.9,77.7,95.6,77.5
2025-04-01,PRD081,995792,58.1,85.1,78.1,92.8,73.8
2025-05-01,PRD081,1036643,57.4,84.4,77.0,94.6,68.5
2025-06-01,PRD081,1095410,58.7,85.7,77.0,95.0,73.7
2025-07-01,PRD081,1007851,60.8,87.8,77.5,96.0,72.6
2025-08-01,PRD081,1015997,54.4,81.4,76.6,94.8,73.7
2025-09-01,PRD081,1109420,53.8,80.8,77.2,96.6,71.8
2025-10-01,PRD081,992232,57.3,84.3,80.4,91.6,76.7
2025-11-01,PRD081,991226,55.5,82.5,77.2,93.8,76.4
2025-12-01,PRD081,998822,56.5,83.5,78.6,96.3,77.9
2025-01-01,PRD082,333937,69.3,96.3,81.7,95.2,67.4
2025-02-01,PRD082,354200,69.0,96.0,80.6,96.9,64.7
2025-03-01,PRD082,352229,71.6,98.6,79.9,94.3,61.6
2025-04-01,PRD082,327012,68.2,95.2,80.2,93.2,66.2
2025-05-01,PRD082,369091,64.1,91.1,81.7,94.7,67.6
2025-06-01,PRD082,331176,63.9,90.9,81.5,96.1,67.3
2025-07-01,PRD082,350568,64.6,91.6,80.3,95.0,70.1
2025-08-01,PRD082,333082,67.2,94.2,80.2,95.6,63.6
2025-09-01,PRD082,344964,64.7,91.7,81.4,92.9,68.1
2025-10-01,PRD082,345751,64.1,91.1,81.1,92.7,65.9
2025-11-01,PRD082,342641,62.4,89.4,82.0,93.4,64.3
2025-12-01,PRD082,343522,67.5,94.5,80.3,94.7,67.0
2025-01-01,PRD083,802768,63.1,90.1,82.1,90.8,81.0
2025-02-01,PRD083,754108,63.0,90.0,80.8,87.5,81.0
2025-03-01,PRD083,799720,69.5,96.5,83.3,91.4,77.4
2025-04-01,PRD083,774574,67.4,94.4,81.5,91.2,78.9
2025-05-01,PRD083,786878,63.3,90.3,81.5,92.2,79.1
2025-06-01,PRD083,819978,65.4,92.4,81.8,90.3,79.9
2025-07-01,PRD083,800922,63.6,90.6,84.4,92.3,77.8
2025-08-01,PRD083,819945,62.0,89.0,83.1,91.7,79.3
2025-09-01,PRD083,783592,52.7,79.7,80.6,91.6,84.1
2025-10-01,PRD083,826778,55.4,82.4,81.2,89.6,77.6
2025-11-01,PRD083,795732,63.1,90.1,81.1,90.0,80.1
2025-12-01,PRD083,778073,60.1,87.1,83.7,89.4,80.3
2025-01-01,PRD084,711733,72.1,99.1,85.0,94.5,75.1
2025-02-01,PRD084,679334,72.6,99.6,85.0,94.2,76.0
2025-03-01,PRD084,679999,69.7,96.7,84.7,92.5,80.9
2025-04-01,PRD084,700376,73.2,100.2,83.5,92.6,78.7
2025-05-01,PRD084,751302,69.3,96.3,84.6,96.3,76.4
2025-06-01,PRD084,724042,67.2,94.2,82.8,94.2,80.5
2025-07-01,PRD084,797437,71.2,98.2,82.8,92.7,79.3
2025-08-01,PRD084,787089,68.1,95.1,84.3,96.1,79.3
2025-09-01,PRD084,804858,65.0,92.0,82.2,94.0,79.8
2025-10-01,PRD084,775649,68.6,95.6,84.4,92.8,81.2
2025-11-01,PRD084,822683,68.6,95.6,84.8,94.4,81.4
2025-12-01,PRD084,792573,71.1,98.1,84.9,92.2,77.8
2025-01-01,PRD085,1310738,80.8,99.8,82.9,88.0,88.0
2025-02-01,PRD085,1316606,86.9,105.9,80.8,83.0,85.8
2025-03-01,PRD085,1250071,79.5,98.5,81.5,85.5,88.8
2025-04-01,PRD085,1341062,82.9,101.9,81.3,87.7,88.1
2025-05-01,PRD085,1238571,84.9,103.9,83.0,86.7,85.6
2025-06-01,PRD085,1205699,81.6,100.6,83.1,88.5,90.1
2025-07-01,PRD085,1227718,81.5,100.5,83.3,89.8,88.4
2025-08-01,PRD085,1192988,79.9,98.9,83.1,84.3,87.3
2025-09-01,PRD085,1323528,80.7,99.7,81.2,85.8,84.2
2025-10-01,PRD085,1356880,84.1,103.1,81.4,85.5,85.7
2025-11-01,PRD085,1304400,82.6,101.6,82.2,86.4,86.5
2025-12-01,PRD085,1273967,83.0,102.0,82.7,86.0,88.0
2025-01-01,PRD086,553401,79.6,98.6,79.9,88.2,78.6
2025-02-01,PRD086,560540,84.6,103.6,77.7,88.6,74.1
2025-03-01,PRD086,520482,86.6,105.6,81.9,90.8,78.3
2025-04-01,PRD086,505797,82.7,101.7,80.2,88.9,73.0
2025-05-01,PRD086,530514,80.4,99.4,78.2,89.4,78.9
2025-06-01,PRD086,535044,86.6,105.6,78.1,88.0,78.8
2025-07-01,PRD086,525724,83.2,102.2,79.9,88.3,76.2
2025-08-01,PRD086,568796,83.0,102.0,80.3,85.0,77.6
2025-09-01,PRD086,529490,81.4,100.4,78.3,89.4,79.8
2025-10-01,PRD086,515749,75.2,94.2,78.2,88.1,78.7
2025-11-01,PRD086,526072,76.7,95.7,76.4,88.7,75.2
2025-12-01,PRD086,534931,81.9,100.9,79.6,88.9,73.5
2025-01-01,PRD087,1020689,74.3,93.3,81.3,93.8,93.0
2025-02-01,PRD087,1068730,69.5,88.5,82.8,89.9,85.7
2025-03-01,PRD087,1012988,78.1,97.1,82.2,89.3,85.5
2025-04-01,PRD087,1010820,78.5,97.5,80.8,90.3,85.9
2025-05-01,PRD087,1074832,77.1,96.1,82.7,92.8,88.3
2025-06-01,PRD087,1111935,81.2,100.2,80.9,89.9,83.3
2025-07-01,PRD087,1068169,74.3,93.3,82.1,90.1,90.7
2025-08-01,PRD087,1111562,71.0,90.0,81.4,90.7,84.4
2025-09-01,PRD087,1033567,74.1,93.1,83.6,89.7,87.1
2025-10-01,PRD087,1142473,79.3,98.3,81.8,88.3,90.2
2025-11-01,PRD087,1053235,71.3,90.3,80.4,92.2,87.5
2025-12-01,PRD087,1158577,78.0,97.0,81.0,91.4,87.6
2025-01-01,PRD088,506911,77.4,96.4,83.7,89.3,74.2
2025-02-01,PRD088,485685,79.3,98.3,82.9,94.2,74.8
2025-03-01,PRD088,474511,76.0,95.0,82.5,93.2,74.8
2025-04-01,PRD088,466818,77.6,96.6,82.4,91.7,73.7
2025-05-01,PRD088,484403,78.3,97.3,83.4,90.9,79.5
2025-06-01,PRD088,503635,74.0,93.0,85.1,95.0,76.8
2025-07-01,PRD088,509087,75.6,94.6,83.7,92.0,75.3
2025-08-01,PRD088,504648,71.7,90.7,83.3,93.6,71.1
2025-09-01,PRD088,510160,69.7,88.7,82.0,90.9,72.2
2025-10-01,PRD088,490152,72.6,91.6,81.6,91.1,71.5
2025-11-01,PRD088,463509,74.8,93.8,84.7,90.2,68.7
2025-12-01,PRD088,486302,75.4,94.4,85.8,92.8,70.0
2025-01-01,PRD089,651500,86.8,105.8,79.9,83.7,81.4
2025-02-01,PRD089,669575,86.4,105.4,81.0,80.9,78.6
2025-03-01,PRD089,660157,87.0,106.0,82.5,82.1,78.2
2025-04-01,PRD089,664477,91.5,110.5,79.7,80.3,79.1
2025-05-01,PRD089,678991,86.9,105.9,81.1,80.3,79.5
2025-06-01,PRD089,657324,83.6,102.6,82.2,79.2,75.5
2025-07-01,PRD089,672216,91.8,110.8,79.7,78.1,82.7
2025-08-01,PRD089,680428,83.6,102.6,82.6,80.2,77.4
2025-09-01,PRD089,686550,85.8,104.8,80.6,79.0,77.5
2025-10-01,PRD089,670805,83.0,102.0,81.3,79.6,78.4
2025-11-01,PRD089,670687,88.4,107.4,80.2,77.3,82.0
2025-12-01,PRD089,743894,89.9,108.9,81.1,78.5,80.7
2025-01-01,PRD090,797849,93.4,112.4,77.4,74.6,70.3
2025-02-01,PRD090,857009,90.3,109.3,76.6,80.6,70.9
2025-03-01,PRD090,805721,92.5,111.5,77.5,76.5,69.0
2025-04-01,PRD090,857205,94.4,113.4,75.5,74.6,73.4
2025-05-01,PRD090,870130,92.1,111.1,77.9,74.2,74.7
2025-06-01,PRD090,892496,87.4,106.4,78.3,76.6,75.7
2025-07-01,PRD090,912671,87.8,106.8,75.8,74.4,74.9
2025-08-01,PRD090,868910,87.7,106.7,76.5,76.0,75.7
2025-09-01,PRD090,909647,86.8,105.8,74.4,77.8,72.3
2025-10-01,PRD090,880447,88.2,107.2,76.9,78.1,73.9
2025-11-01,PRD090,875102,95.4,114.4,77.8,75.6,73.2
2025-12-01,PRD090,947993,93.0,112.0,74.9,74.6,75.8
2025-01-01,PRD091,441956,90.3,109.3,77.2,80.7,90.0
2025-02-01,PRD091,457753,86.6,105.6,77.7,81.9,89.1
2025-03-01,PRD091,427443,89.6,108.6,77.6,78.3,87.8
2025-04-01,PRD091,448510,92.0,111.0,76.3,80.3,87.6
2025-05-01,PRD091,417718,87.6,106.6,76.6,80.9,87.7
2025-06-01,PRD091,439408,86.4,105.4,76.7,79.3,92.0
2025-07-01,PRD091,436493,83.9,102.9,75.3,81.1,85.5
2025-08-01,PRD091,451423,87.5,106.5,77.0,83.2,85.5
2025-09-01,PRD091,467316,86.9,105.9,76.2,79.7,86.9
2025-10-01,PRD091,455105,90.0,109.0,77.9,77.5,90.2
2025-11-01,PRD091,437451,87.1,106.1,75.4,80.5,85.5
2025-12-01,PRD091,457591,88.7,107.7,79.0,80.4,91.0
2025-01-01,PRD092,221845,88.6,107.6,82.6,82.2,64.2
2025-02-01,PRD092,223222,90.5,109.5,81.4,82.2,63.8
2025-03-01,PRD092,224268,87.7,106.7,82.3,83.7,68.5
2025-04-01,PRD092,215738,89.3,108.3,83.0,81.9,67.4
2025-05-01,PRD092,233392,90.0,109.0,82.0,82.1,64.4
2025-06-01,PRD092,236876,88.3,107.3,82.3,82.3,64.0
2025-07-01,PRD092,247994,85.8,104.8,82.6,82.1,65.7
2025-08-01,PRD092,235628,83.5,102.5,78.1,85.3,63.3
2025-09-01,PRD092,247620,84.4,103.4,81.0,81.3,67.9
2025-10-01,PRD092,255845,87.0,106.0,78.9,82.4,67.1
2025-11-01,PRD092,258583,81.9,100.9,79.8,83.8,67.1
2025-12-01,PRD092,240775,90.3,109.3,82.6,80.1,68.1
2025-01-01,PRD093,724224,76.9,95.9,81.0,92.2,75.2
2025-02-01,PRD093,734787,74.2,93.2,81.8,93.1,76.0
2025-03-01,PRD093,738738,78.3,97.3,81.1,93.3,79.2
2025-04-01,PRD093,712267,78.1,97.1,80.9,95.7,81.2
2025-05-01,PRD093,731696,74.5,93.5,80.9,91.1,74.9
2025-06-01,PRD093,701893,74.5,93.5,82.0,92.8,78.3
2025-07-01,PRD093,743287,76.9,95.9,80.8,92.2,75.4
2025-08-01,PRD093,698604,75.4,94.4,80.4,91.2,78.9
2025-09-01,PRD093,737768,73.6,92.6,81.5,92.3,76.8
2025-10-01,PRD093,781201,76.2,95.2,82.9,91.7,73.7
2025-11-01,PRD093,789870,73.9,92.9,82.1,93.9,80.2
2025-12-01,PRD093,713396,73.6,92.6,80.5,93.8,81.5
2025-01-01,PRD094,151801,77.8,96.8,82.6,92.9,73.8
2025-02-01,PRD094,146949,76.0,95.0,82.7,89.9,78.6
2025-03-01,PRD094,141480,82.0,101.0,81.0,88.5,74.4
2025-04-01,PRD094,138919,86.5,105.5,80.4,90.0,74.0
2025-05-01,PRD094,152164,83.5,102.5,83.6,91.7,79.7
2025-06-01,PRD094,155513,72.6,91.6,82.8,92.7,76.6
2025-07-01,PRD094,155358,79.5,98.5,81.7,91.5,73.0
2025-08-01,PRD094,144191,82.4,101.4,81.8,90.9,81.1
2025-09-01,PRD094,145016,76.2,95.2,81.8,90.1,78.6
2025-10-01,PRD094,155911,69.3,88.3,81.2,89.4,74.7
2025-11-01,PRD094,151022,74.4,93.4,83.5,90.2,81.3
2025-12-01,PRD094,153778,76.3,95.3,81.0,90.4,78.0
2025-01-01,PRD095,516861,80.1,99.1,89.1,90.6,81.8
2025-02-01,PRD095,517250,86.9,105.9,90.4,91.5,76.1
2025-03-01,PRD095,546203,80.8,99.8,89.0,93.9,82.3
2025-04-01,PRD095,532659,78.6,97.6,88.9,89.5,77.0
2025-05-01,PRD095,574518,79.6,98.6,88.7,90.5,81.8
2025-06-01,PRD095,609747,82.8,101.8,87.3,90.7,79.4
2025-07-01,PRD095,574752,78.5,97.5,87.8,92.6,81.1
2025-08-01,PRD095,576771,77.1,96.1,87.7,89.0,81.2
2025-09-01,PRD095,593114,75.3,94.3,86.1,90.5,80.7
2025-10-01,PRD095,588196,76.9,95.9,88.5,89.8,80.7
2025-11-01,PRD095,621808,80.5,99.5,89.8,95.3,76.5
2025-12-01,PRD095,633780,79.0,98.0,90.1,91.4,82.0
2025-01-01,PRD096,144713,84.7,103.7,81.0,86.9,73.1
2025-02-01,PRD096,158614,90.0,109.0,80.2,86.2,71.1
2025-03-01,PRD096,146458,85.2,104.2,80.4,87.2,74.9
2025-04-01,PRD096,160133,83.3,102.3,79.8,85.9,69.8
2025-05-01,PRD096,147603,83.6,102.6,79.6,84.9,73.9
2025-06-01,PRD096,160573,85.5,104.5,81.4,86.7,76.3
2025-07-01,PRD096,157596,81.1,100.1,80.2,85.7,75.9
2025-08-01,PRD096,167628,83.3,102.3,81.6,86.5,73.6
2025-09-01,PRD096,165176,81.0,100.0,80.6,87.0,75.2
2025-10-01,PRD096,167918,78.3,97.3,82.5,87.3,76.2
2025-11-01,PRD096,156650,81.6,100.6,81.8,89.3,70.4
2025-12-01,PRD096,164058,87.8,106.8,82.8,87.8,76.5
